state,year,dopen,population,presdemvoteshlag1,demmv,demvoteshlag1,demvoteshlag2,demvoteshfor1,demvoteshfor2,demwinprv1,demwinprv2,dmidterm,dpresdem
"Pennsylvania",1950,0,10498000,46.91467,-3.559786,39.81438,49.98764,47.97922,50.08176,0,1,1,1
"Pennsylvania",1952,0,10503000,46.91467,-3.59506,47.73871,39.81438,50.08176,48.38315,0,0,0,1
"Pennsylvania",1956,0,10972000,46.85186,.3966957,47.97922,47.73871,48.38315,51.06412,0,0,0,0
"Pennsylvania",1958,1,11058000,43.30313,-2.82717,50.08176,47.97922,51.06412,49.11124,1,0,1,0
"Pennsylvania",1962,0,11355000,51.05885,2.36648,48.38315,50.08176,49.11124,45.79503,0,1,1,1
"Pennsylvania",1964,0,11519000,51.05885,-1.470387,51.06412,48.38315,45.79503,45.37968,1,0,0,1
"Pennsylvania",1968,0,11741000,64.92132,-6.100493,49.11124,51.06412,45.37968,45.8944,0,1,0,1
"Pennsylvania",1970,0,11800766,47.58716,-6.045926,45.79503,49.11124,45.8944,46.78424,0,0,1,0
"Pennsylvania",1974,0,11870884,39.13131,-7.1078,45.37968,45.79503,46.78424,48.03918,0,0,1,0
"Pennsylvania",1976,1,11897378,39.13131,-5.607003,45.8944,45.37968,48.03918,39.20429,0,0,0,0
"Pennsylvania",1980,1,11863895,50.39568,-2.444813,46.78424,45.8944,39.20429,42.86922,0,0,0,1
"Pennsylvania",1982,0,11845146,42.47593,-20.07301,48.03918,46.78424,42.86922,32.44549,0,0,1,0
"Pennsylvania",1986,0,11782752,45.98918,-13.56682,39.20429,48.03918,32.44549,46.3302,0,0,1,0
"Pennsylvania",1992,1,11980819,48.38674,-2.772754,32.44549,42.86922,46.92034,34.78747,0,0,0,0
"Pennsylvania",1994,0,12042545,45.14616,-2.482238,46.3302,32.44549,34.78747,45.50909,0,0,1,0
"Pennsylvania",1998,0,12002329,49.17356,-26.55423,46.92034,46.3302,45.50909,41.98744,0,0,1,0
"Pennsylvania",2000,0,12280548,49.17356,-6.906989,34.78747,46.92034,41.98744,58.63658,0,0,0,0
"Pennsylvania",2006,0,12510809,50.92381,17.35356,41.98744,45.50909,48.9915,,0,0,1,0
"Pennsylvania",2010,1,12702379,54.65034,-2.016988,58.63658,41.98744,,,1,0,1,0
"Illinois",1914,1,6109000,35.33917,-1.698929,,,44.91839,26.81954,,,1,1
"Illinois",1924,1,7215000,25.51158,-28.1684,26.81954,44.91839,43.11565,64.02099,0,0,0,0
"Illinois",1930,1,7644000,42.22815,33.29068,43.11565,35.36853,52.23251,56.47208,0,0,1,0
"Illinois",1932,0,7736000,42.22815,6.210652,64.02099,43.11565,56.47208,51.32982,1,0,0,0
"Illinois",1938,1,7866000,57.71395,2.995133,56.47208,52.23251,46.41455,52.60762,1,1,1,1
"Illinois",1942,0,8057000,50.97919,-6.823426,51.32982,56.47208,52.60762,55.06659,1,1,1,1
"Illinois",1944,0,7719000,50.97919,5.550185,46.41455,51.32982,55.06659,45.7571,0,1,0,1
"Illinois",1948,0,8552000,51.52249,10.4538,52.60762,46.41455,45.7571,53.57258,1,0,0,1
"Illinois",1950,0,8712000,50.06757,-8.125329,55.06659,52.60762,53.57258,45.72007,1,1,1,1
"Illinois",1954,0,9252000,44.94296,7.145286,45.7571,55.06659,45.72007,54.63101,0,1,1,0
"Illinois",1956,0,9530000,44.94296,-8.38179,53.57258,45.7571,54.63101,47.12605,1,0,0,0
"Illinois",1960,0,10081000,40.28859,9.434843,45.72007,53.57258,47.12605,43.89925,0,1,0,0
"Illinois",1962,0,10280000,49.98196,-5.747709,54.63101,45.72007,43.89925,46.59225,1,0,1,1
"Illinois",1966,0,10836000,59.47114,-11.04715,47.12605,54.63101,46.59225,37.34568,0,1,1,1
"Illinois",1972,0,11251948,44.15422,-24.86876,46.59225,43.89925,62.15107,45.47235,0,0,0,0
"Illinois",1974,0,11262145,40.51189,24.92951,37.34568,46.59225,45.47235,56.0106,0,0,1,0
"Illinois",1978,0,11412561,47.92942,-7.866329,62.15107,37.34568,56.0106,50.07306,1,0,1,1
"Illinois",1980,1,11426518,47.92942,13.51533,45.47235,62.15107,50.07306,65.1255,0,1,0,1
"Illinois",1984,0,11412132,41.72171,1.861703,56.0106,45.47235,65.1255,65.0684,1,0,0,0
"Illinois",1986,0,11387257,43.29655,31.38347,50.07306,56.0106,65.0684,53.26851,1,1,1,0
"Illinois",1990,0,11446979,48.60455,30.1368,65.1255,50.07306,53.26851,56.08525,1,1,1,0
"Illinois",1992,1,11635197,48.60455,10.21136,65.0684,65.1255,56.08525,47.46742,1,1,0,0
"Illinois",1996,1,11953003,48.57968,15.41394,53.26851,65.0684,47.46742,60.33427,1,1,0,0
"Illinois",1998,0,12069774,54.31527,-2.904496,56.08525,53.26851,60.33427,69.96873,1,1,1,0
"Illinois",2002,0,12525556,54.59635,22.3142,47.46742,56.08525,69.96873,67.84095,0,1,1,0
"Illinois",2008,0,12747038,54.82316,39.31086,69.96873,60.33427,46.41626,,1,1,0,0
"Illinois",2010,1,12830632,61.91811,-1.598608,67.84095,69.96873,,,1,1,1,0
"Indiana",1916,0,2897000,43.07123,-1.629806,42.13996,,41.14953,50.86462,1,,0,1
"Indiana",1920,0,2947000,46.47167,-13.41769,46.13904,42.13996,50.86462,48.95622,0,1,0,1
"Indiana",1926,0,3148000,38.68665,-1.080003,50.86462,41.14953,44.11612,55.56781,1,0,1,0
"Indiana",1928,0,3212000,38.68665,-11.18096,48.95622,50.86462,55.56781,51.45767,0,1,0,0
"Indiana",1932,0,3281000,39.58949,13.30372,44.11612,48.95622,51.45767,49.84138,0,0,0,0
"Indiana",1934,0,3319000,54.66774,3.980574,55.56781,44.11612,49.84138,49.1297,1,0,1,1
"Indiana",1940,0,3433000,56.6343,-1.321805,49.84138,51.45767,48.91446,43.36301,1,1,0,1
"Indiana",1944,1,3440000,49.029,-1.315439,49.1297,49.84138,43.36301,46.35103,0,1,0,1
"Indiana",1946,1,3702000,46.73209,-11.54201,48.91446,49.1297,46.35103,46.81982,0,0,1,1
"Indiana",1950,0,3934000,48.77588,-6.460029,43.36301,48.91446,46.81982,44.38835,0,0,1,1
"Indiana",1952,0,4148000,48.77588,-5.623299,46.35103,43.36301,44.38835,56.45582,0,0,0,1
"Indiana",1956,0,4458000,40.99216,-10.81887,46.81982,46.35103,56.45582,50.304,0,0,0,0
"Indiana",1958,1,4583000,39.69944,14.03231,44.38835,46.81982,50.304,54.33438,0,0,1,0
"Indiana",1962,0,4736000,44.59941,.6079882,56.45582,44.38835,54.33438,51.651,1,0,1,1
"Indiana",1964,0,4856000,44.59941,9.002858,50.304,56.45582,51.651,50.12324,1,1,0,1
"Indiana",1968,0,5093000,55.97842,3.50126,54.33438,50.304,50.12324,50.72904,1,1,0,1
"Indiana",1970,0,5195392,37.98615,.2464771,51.651,54.33438,50.72904,40.46275,1,1,1,0
"Indiana",1974,0,5361890,33.33608,4.287103,50.12324,51.651,40.46275,46.21421,1,1,1,0
"Indiana",1976,0,5389088,33.33608,-18.29925,50.72904,50.12324,46.21421,45.58443,1,1,0,0
"Indiana",1980,1,5490224,45.7078,-7.57159,40.46275,50.72904,45.58443,38.50972,0,1,0,1
"Indiana",1982,0,5467922,37.65319,-8.248615,46.21421,40.46275,38.50972,31.85715,0,0,1,0
"Indiana",1988,0,5491735,37.68272,-36.28571,38.50972,45.58443,40.70441,30.5007,0,0,0,0
"Indiana",1992,0,5648649,39.68619,-16.63289,31.85715,38.50972,30.5007,63.71857,0,0,0,0
"Indiana",1994,0,5745626,36.79391,-36.85137,40.70441,31.85715,63.71857,31.85112,0,0,1,0
"Indiana",1998,1,5907617,41.54914,28.92529,30.5007,40.70441,31.85112,61.64878,0,0,1,0
"Indiana",2000,0,6080827,41.54914,-34.71321,63.71857,30.5007,61.64878,0,1,0,0,0
"Indiana",2004,0,6233007,41.01205,24.42365,31.85112,63.71857,0,39.999,0,1,0,0
"Indiana",2006,0,6332669,39.26297,-87.3569,61.64878,31.85112,39.999,,1,0,1,0
"Indiana",2010,1,6483802,49.94591,-14.57975,0,61.64878,,,0,1,1,0
"Michigan",1916,0,3353000,27.41039,-16.48488,,,48.463,50.59129,,,0,1
"Michigan",1924,0,4214000,22.25917,-49.65091,50.59129,48.463,27.64692,20.90585,1,0,0,0
"Michigan",1928,0,4665000,13.12965,-44.14359,24.6047,50.59129,20.90585,47.02452,0,1,0,0
"Michigan",1934,0,4798000,52.36174,-4.299542,20.90585,27.64692,53.28476,46.97894,0,0,1,1
"Michigan",1936,1,4889000,52.36174,11.48451,47.02452,20.90585,46.97894,47.19421,0,0,0,1
"Michigan",1940,0,5315000,56.32902,-5.667228,53.28476,47.02452,47.19421,31.99584,1,0,0,1
"Michigan",1942,0,5549000,49.52187,-2.357796,46.97894,53.28476,31.99584,48.51028,0,1,1,1
"Michigan",1948,0,6213000,50.19442,-2.173859,31.99584,47.19421,49.03764,50.75204,0,0,0,1
"Michigan",1952,0,6650000,47.56559,-1.592836,48.51028,31.99584,50.75204,53.57204,0,0,0,1
"Michigan",1954,0,7066000,43.97415,1.824379,49.03764,48.51028,53.57204,51.73107,0,0,1,0
"Michigan",1958,0,7667000,44.14582,7.4837,50.75204,49.03764,51.73107,64.3819,1,0,1,0
"Michigan",1964,0,8187000,50.85051,29.03729,51.73107,53.57204,43.84272,66.82613,1,1,0,1
"Michigan",1966,0,8512000,66.70456,-12.0542,64.3819,51.73107,66.82613,46.29285,1,1,1,1
"Michigan",1970,0,8881826,48.18395,33.9454,43.84272,64.3819,46.29285,52.45509,0,1,1,0
"Michigan",1972,0,9028944,48.18395,-5.984428,66.82613,43.84272,52.45509,52.1386,1,0,0,0
"Michigan",1976,1,9129205,41.81373,5.613372,46.29285,66.82613,52.1386,57.73548,0,1,0,0
"Michigan",1978,0,9217761,46.43762,4.286751,52.45509,46.29285,57.73548,51.76612,1,0,1,1
"Michigan",1982,0,9115198,42.49741,16.88205,52.1386,52.45509,51.76612,60.37861,1,1,1,0
"Michigan",1984,0,9049452,42.49741,4.607728,57.73548,52.1386,60.37861,57.47926,1,1,0,0
"Michigan",1988,0,9217998,40.23608,21.92382,51.76612,57.73548,57.47926,42.74714,1,1,0,0
"Michigan",1990,0,9310462,45.67208,16.24913,60.37861,51.76612,42.74714,58.35732,1,1,1,0
"Michigan",1994,1,9584481,43.77369,-9.128321,57.47926,60.37861,58.35732,49.47475,1,1,1,0
"Michigan",1996,0,9739184,43.77369,18.48819,42.74714,57.47926,49.47475,60.6085,0,1,0,0
"Michigan",2000,0,9938823,51.69482,1.61382,58.35732,42.74714,60.6085,56.90998,1,0,0,0
"Michigan",2002,0,10015710,51.27726,22.72303,49.47475,58.35732,56.90998,62.66496,1,1,1,0
"Michigan",2006,0,10036081,51.23071,15.65235,60.6085,49.47475,62.66496,,1,1,1,0
"Michigan",2008,0,9946889,51.23071,28.81884,56.90998,60.6085,,,1,1,0,0
"Ohio",1916,0,5366000,40.9631,3.111565,39.59573,,40.75771,47.72132,0,,0,1
"Ohio",1920,1,5799000,51.85526,-18.34672,49.26234,39.59573,47.72132,46.59854,1,0,0,1
"Ohio",1922,0,6054000,38.58412,-3.178456,40.75771,49.26234,46.59854,39.07446,0,1,1,0
"Ohio",1928,0,6608000,23.70127,-21.65987,46.59854,47.72132,52.46764,59.94834,0,0,0,0
"Ohio",1932,0,6717000,34.45338,6.642765,39.07446,46.59854,59.94834,46.36134,0,0,0,0
"Ohio",1934,0,6751000,49.87857,20.53406,52.46764,39.07446,46.36134,47.62727,1,0,1,1
"Ohio",1938,0,6837000,57.99715,-7.277322,59.94834,52.46764,47.62727,49.70274,1,1,1,1
"Ohio",1944,0,6918000,52.20436,-.5945295,47.62727,46.36134,42.35566,42.46209,0,0,0,1
"Ohio",1946,1,7512000,49.81716,-14.66807,49.70274,47.62727,42.46209,45.41539,0,0,1,1
"Ohio",1952,0,8275000,49.48262,-9.169212,42.46209,42.35566,52.88866,52.46097,0,0,0,1
"Ohio",1956,0,9207000,43.2443,5.777311,45.41539,42.46209,52.46097,61.56088,0,0,0,0
"Ohio",1958,0,9599000,38.88579,4.921937,52.88866,45.41539,61.56088,50.21965,1,0,1,0
"Ohio",1962,0,9929000,46.71585,23.12176,52.46097,52.88866,50.21965,48.46629,1,1,1,1
"Ohio",1964,0,10080000,46.71585,.4393011,61.56088,52.46097,48.46629,47.44945,1,1,0,1
"Ohio",1970,1,10657423,42.94737,-2.23465,48.46629,50.21965,64.62265,49.51044,0,1,1,0
"Ohio",1974,1,10765759,38.07009,33.89125,47.44945,48.46629,49.51044,68.80004,0,0,1,0
"Ohio",1976,0,10752662,38.07009,2.992874,64.62265,47.44945,68.80004,56.65699,1,0,0,0
"Ohio",1980,1,10797630,48.89869,40.55049,49.51044,64.62265,56.65699,62.45081,1,1,0,1
"Ohio",1982,0,10757087,40.90981,15.52003,68.80004,49.51044,62.45081,56.97432,1,1,1,0
"Ohio",1986,0,10730268,40.23544,24.90445,56.65699,68.80004,56.97432,50.98964,1,1,1,0
"Ohio",1988,0,10798552,40.23544,13.95211,62.45081,56.65699,50.98964,39.22777,1,1,0,0
"Ohio",1992,0,11007609,44.14684,8.680081,56.97432,62.45081,39.22777,43.53411,1,1,0,0
"Ohio",1994,1,11111451,40.18128,-14.20889,50.98964,56.97432,43.53411,35.85384,1,1,1,0
"Ohio",1998,1,11237752,47.37575,-12.92561,39.22777,50.98964,35.85384,36.14408,0,1,1,0
"Ohio",2000,0,11353336,47.37575,-24.06145,43.53411,39.22777,36.14408,56.16413,0,0,0,0
"Ohio",2004,0,11452251,46.44043,-27.70637,35.85384,43.53411,56.16413,39.40389,0,0,0,0
"Ohio",2006,0,11481213,48.70668,12.34892,36.14408,35.85384,39.40389,,0,0,1,0
"Ohio",2010,1,11536504,51.50427,-17.44241,56.16413,36.14408,,,1,0,1,0
"Wisconsin",1916,0,2562000,41.06007,-27.39929,43.80653,,13.18248,0,1,,0,1
"Wisconsin",1920,0,2679000,42.79768,-32.05247,31.87742,43.80653,0,12.19674,0,1,0,1
"Wisconsin",1926,1,2892000,8.099463,-42.82304,0,13.18248,0,56.97836,0,0,1,0
"Wisconsin",1928,0,2923000,8.099463,-85.56642,12.19674,0,56.97836,24.236,0,0,0,0
"Wisconsin",1932,1,3021000,44.28061,20.7814,0,12.19674,24.236,24.74403,0,0,0,0
"Wisconsin",1934,0,3054000,63.45623,-28.68788,56.97836,0,24.74403,13.20405,1,0,1,1
"Wisconsin",1938,0,3098000,63.80181,-22.91129,24.236,56.97836,13.20405,42.75351,0,1,1,1
"Wisconsin",1940,0,3143000,63.80181,-32.21402,24.74403,24.236,42.75351,37.40944,0,0,0,1
"Wisconsin",1944,0,2980000,50.14668,-7.749999,13.20405,24.74403,37.40944,46.19207,0,0,0,1
"Wisconsin",1946,1,3167000,48.56902,-23.86736,42.75351,13.20405,46.19207,45.56548,0,0,1,1
"Wisconsin",1950,0,3435000,50.69784,-7.145026,37.40944,42.75351,45.56548,41.22476,0,0,1,1
"Wisconsin",1956,0,3742000,38.70764,-17.37025,45.56548,46.19207,57.12334,52.55982,0,0,0,0
"Wisconsin",1958,0,3843000,37.84238,14.4007,41.22476,45.56548,52.55982,53.29345,0,0,1,0
"Wisconsin",1962,0,4049000,48.04891,5.356112,57.12334,41.22476,53.29345,61.69286,1,0,1,1
"Wisconsin",1964,0,4165000,48.04891,6.685302,52.55982,57.12334,61.69286,70.83408,1,1,0,1
"Wisconsin",1968,0,4345000,62.08858,23.38692,53.29345,52.55982,70.83408,61.75098,1,1,0,1
"Wisconsin",1970,0,4417821,44.26764,42.35713,61.69286,53.29345,61.75098,72.18801,1,1,1,0
"Wisconsin",1974,0,4545782,43.72488,25.95867,70.83408,61.69286,72.18801,48.3389,1,1,1,0
"Wisconsin",1976,0,4595904,43.72488,45.21888,61.75098,70.83408,48.3389,63.64551,1,1,0,0
"Wisconsin",1980,1,4705767,49.43657,-1.852098,72.18801,61.75098,63.64551,47.39585,1,1,0,1
"Wisconsin",1982,0,4728870,43.18032,29.51208,48.3389,72.18801,47.39585,52.05379,0,1,1,0
"Wisconsin",1986,0,4755618,45.0217,-3.479701,63.64551,48.3389,52.05379,52.57013,1,0,1,0
"Wisconsin",1988,1,4822388,45.0217,4.52843,47.39585,63.64551,52.57013,58.29367,0,1,0,0
"Wisconsin",1992,0,5004636,51.41403,6.560278,52.05379,47.39585,58.29367,50.54752,1,0,0,0
"Wisconsin",1994,0,5095504,41.13074,17.60782,52.57013,52.05379,50.54752,61.54279,1,1,1,0
"Wisconsin",1998,0,5222124,48.81095,2.145967,58.29367,52.57013,61.54279,55.35048,1,1,1,0
"Wisconsin",2000,0,5363757,48.81095,24.50684,50.54752,58.29367,55.35048,67.30656,1,1,0,0
"Wisconsin",2004,0,5514026,47.83282,11.23874,61.54279,50.54752,67.30656,47.01992,1,1,0,0
"Wisconsin",2006,0,5577655,49.69972,37.82987,55.35048,61.54279,47.01992,,1,1,1,0
"Wisconsin",2010,0,5686986,56.21778,-4.837632,67.30656,55.35048,,,1,1,1,0
"Iowa",1914,0,2338000,37.64007,-9.033206,,,34.60155,37.42315,,,1,1
"Iowa",1926,1,2432000,16.41963,-13.202,49.95785,37.42315,43.03385,54.85566,0,0,1,0
"Iowa",1930,0,2475000,37.556,-13.25254,43.31966,49.95785,54.85566,50.48435,0,0,1,0
"Iowa",1936,0,2509000,57.68559,3.360912,54.85566,43.03385,49.74376,41.70532,1,0,0,1
"Iowa",1938,0,2494000,54.39985,.3372043,50.48435,54.85566,41.70532,48.37334,1,1,1,1
"Iowa",1942,0,2439000,47.62109,-16.26696,49.74376,50.48435,48.37334,57.79879,1,1,1,1
"Iowa",1944,0,2301000,47.62109,-2.910254,41.70532,49.74376,57.79879,44.70073,0,1,0,1
"Iowa",1948,0,2543000,47.48969,16.23811,48.37334,41.70532,44.70073,47.52577,0,0,0,1
"Iowa",1950,0,2621000,50.31244,-10.11586,57.79879,48.37334,47.52577,46.0827,1,0,1,1
"Iowa",1954,0,2626000,35.5874,-4.684815,44.70073,57.79879,46.0827,48.08724,0,1,1,0
"Iowa",1956,0,2703000,35.5874,-7.83461,47.52577,44.70073,48.08724,46.61112,0,0,0,0
"Iowa",1960,1,2758000,40.65063,-3.825521,46.0827,47.52577,46.61112,37.79773,0,0,0,0
"Iowa",1962,0,2750000,43.22191,-6.777763,48.08724,46.0827,37.79773,50.24832,0,0,1,1
"Iowa",1966,0,2762000,61.88314,-23.11672,46.61112,48.08724,50.24832,55.0668,0,0,1,1
"Iowa",1968,1,2803000,61.88314,.5607069,37.79773,46.61112,55.0668,52.04219,0,0,0,1
"Iowa",1972,0,2860287,40.81568,10.97884,50.24832,37.79773,52.04219,47.90688,1,0,0,0
"Iowa",1974,1,2867530,40.47542,4.766509,55.0668,50.24832,47.90688,45.53872,1,1,1,0
"Iowa",1978,0,2918069,48.45838,-3.217349,52.04219,55.0668,45.53872,55.45626,1,1,1,1
"Iowa",1980,1,2913808,48.45838,-7.945681,47.90688,52.04219,55.45626,33.57465,0,1,0,1
"Iowa",1984,0,2858618,38.60416,11.79717,45.53872,47.90688,33.57465,54.47271,0,0,0,0
"Iowa",1986,0,2791970,45.88708,-32.4609,55.45626,45.53872,54.47271,27.2002,1,0,1,0
"Iowa",1990,0,2779769,54.71193,9.056107,33.57465,55.45626,27.2002,51.80866,0,1,1,0
"Iowa",1992,0,2806923,54.71193,-42.41412,54.47271,33.57465,51.80866,30.49339,1,0,0,0
"Iowa",1996,0,2848473,43.28584,5.094462,27.2002,54.47271,30.49339,54.17765,0,1,0,0
"Iowa",1998,0,2861025,50.26097,-37.91838,51.80866,27.2002,54.17765,27.87704,1,0,1,0
"Iowa",2002,0,2934234,48.53564,10.39865,30.49339,51.80866,27.87704,62.65578,0,1,1,0
"Iowa",2004,0,2953635,48.53564,-42.30653,54.17765,30.49339,62.65578,33.30332,1,0,0,0
"Iowa",2008,0,3016734,49.23313,25.39454,27.87704,54.17765,33.30332,,0,1,0,0
"Iowa",2010,0,3046355,53.92802,-31.04923,62.65578,27.87704,,,1,0,1,0
"Kansas",1914,1,1662000,39.29943,-.7651865,,,33.72837,33.35917,,,1,1
"Kansas",1918,0,1729000,49.94943,-29.96268,34.76736,,33.35917,25.22355,0,,1,1
"Kansas",1920,0,1769000,49.94943,-30.65549,33.72837,34.76736,25.22355,34.73987,0,0,0,1
"Kansas",1924,0,1807000,32.5194,-44.87314,33.35917,33.72837,34.73987,38.90691,0,0,0,0
"Kansas",1930,0,1883000,27.06159,-22.18619,34.73987,25.22355,45.66752,48.41353,0,0,1,0
"Kansas",1932,0,1883000,27.06159,3.634471,38.90691,34.73987,48.41353,43.77972,0,0,0,0
"Kansas",1936,0,1869000,53.5626,-2.585894,45.66752,38.90691,43.77972,40.30027,1,0,0,1
"Kansas",1938,0,1842000,53.66984,-12.4273,48.41353,45.66752,40.30027,40.65347,0,1,1,1
"Kansas",1942,0,1760000,42.39524,-16.81321,43.77972,48.41353,40.65347,42.71521,0,0,1,1
"Kansas",1948,1,1892000,39.17517,-12.20436,40.65347,40.30027,43.83189,41.83635,0,0,0,1
"Kansas",1950,0,1905000,44.61125,-10.4207,42.71521,40.65347,41.83635,40.46372,0,0,1,1
"Kansas",1954,0,2042000,30.49614,-14.49189,43.83189,42.71521,40.46372,43.7653,0,0,1,0
"Kansas",1956,0,2119000,30.49614,-17.43445,41.83635,43.83189,43.7653,35.93997,0,0,0,0
"Kansas",1962,0,2231000,39.10457,-26.49655,43.7653,40.46372,45.1665,38.66322,0,0,1,1
"Kansas",1966,0,2200000,54.08876,-6.979123,35.93997,43.7653,38.66322,22.02031,0,0,1,1
"Kansas",1968,1,2216000,54.08876,-21.41763,45.1665,35.93997,22.02031,49.14832,0,0,0,1
"Kansas",1972,0,2256375,34.71608,-50.65437,38.66322,45.1665,49.14832,42.41259,0,0,0,0
"Kansas",1974,0,2269499,29.50426,-1.703349,22.02031,38.66322,42.41259,36.23925,0,0,1,0
"Kansas",1978,1,2335657,44.93639,-11.45132,49.14832,22.02031,36.23925,21.23586,0,0,1,1
"Kansas",1980,1,2363679,44.93639,-27.52149,42.41259,49.14832,21.23586,29.95073,0,0,0,1
"Kansas",1984,0,2424086,33.28757,-54.7529,36.23925,42.41259,29.95073,26.39512,0,0,0,0
"Kansas",1986,0,2432619,32.59804,-40.09855,21.23586,36.23925,26.39512,31.02898,0,0,1,0
"Kansas",1990,0,2480683,42.55964,-47.20975,29.95073,21.23586,31.02898,34.43695,0,0,1,0
"Kansas",1996,1,2598266,33.73561,-27.58691,31.02898,26.39512,31.58782,0,0,0,0,0
"Kansas",1998,0,2638667,36.0848,-33.67833,34.43695,31.02898,0,27.48724,0,0,1,0
"Kansas",2002,0,2713535,37.23832,-82.52237,31.58782,34.43695,27.48724,36.45847,0,0,1,0
"Kansas",2004,0,2734373,37.23832,-41.67554,0,31.58782,36.45847,26.37855,0,0,0,0
"Kansas",2008,0,2808076,36.62309,-23.59993,27.48724,0,26.37855,,0,0,0,0
"Kansas",2010,1,2853118,41.65197,-43.71583,36.45847,27.48724,,,0,0,1,0
"Minnesota",1916,1,2308000,31.84319,-17.74169,,,0,17.89502,,,0,1
"Minnesota",1922,0,2451000,19.43281,-29.20375,0,30.84054,6.420198,0,0,0,1,0
"Minnesota",1924,0,2521000,19.43281,-40.70835,17.89502,0,0,36.12702,0,0,0,0
"Minnesota",1928,0,2592000,6.80086,-66.29207,6.420198,17.89502,36.12702,29.19956,0,0,0,0
"Minnesota",1934,0,2695000,59.91027,-21.78003,36.12702,0,0,20.55706,0,0,1,1
"Minnesota",1940,0,2790000,61.84305,-32.43976,0,29.19956,10.41055,39.77554,0,0,0,1
"Minnesota",1942,0,2662000,51.48675,-36.56632,20.55706,0,39.77554,59.92968,0,0,1,1
"Minnesota",1946,1,2734000,0,-19.1475,10.41055,20.55706,59.92968,42.5258,0,0,1,1
"Minnesota",1948,0,2868000,0,20.26642,39.77554,10.41055,42.5258,56.38455,0,0,0,1
"Minnesota",1952,0,3030000,0,-14.10086,59.92968,39.77554,56.38455,52.9026,1,0,0,1
"Minnesota",1954,0,3113000,0,14.274,42.5258,59.92968,52.9026,57.53159,0,1,1,0
"Minnesota",1958,0,3313000,0,6.275007,56.38455,42.5258,57.53159,60.33707,1,0,1,0
"Minnesota",1964,0,3558000,0,21.08253,57.53159,52.9026,53.94258,57.75247,1,1,0,1
"Minnesota",1966,1,3617000,0,8.728149,60.33707,57.53159,57.75247,56.67021,1,1,1,1
"Minnesota",1970,1,3806103,0,16.13548,53.94258,60.33707,56.67021,67.50504,1,1,1,0
"Minnesota",1978,1,4015341,0,-19.22116,67.50504,56.67021,46.568,41.2819,1,1,1,1
"Minnesota",1982,0,4131450,0,-6.864008,40.38942,67.50504,41.2819,40.92087,0,1,1,0
"Minnesota",1984,0,4157706,0,-16.8005,46.568,40.38942,40.92087,50.44117,0,0,0,0
"Minnesota",1988,0,4296166,49.7361,-18.15826,41.2819,46.568,50.44117,44.09991,0,0,0,0
"Minnesota",1990,0,4387283,0,.8823365,40.92087,41.2819,44.09991,50.31891,0,0,1,0
"Minnesota",1994,1,4566028,43.48465,-4.951861,50.44117,40.92087,50.31891,48.83419,1,0,1,0
"Minnesota",2000,0,4919631,51.09995,5.541554,50.31891,44.09991,47.33556,58.05635,1,0,0,0
"Minnesota",2002,1,5018935,47.90557,-2.193302,48.83419,50.31891,58.05635,42.36331,1,1,1,0
"Minnesota",2006,1,5163555,51.08969,20.11992,47.33556,48.83419,42.36331,,0,1,1,0
"Minnesota",2008,0,5247018,51.08969,.0108987,58.05635,47.33556,,,1,0,0,0
"Missouri",1916,0,3527000,47.34642,3.121409,50.40495,,44.473,51.36104,1,,0,1
"Missouri",1922,0,3437000,43.14531,3.558916,44.473,50.56414,51.2947,47.88127,0,1,1,0
"Missouri",1928,1,3601000,43.80132,-4.032969,51.2947,51.36104,63.18045,59.54492,1,1,0,0
"Missouri",1932,1,3746000,44.15406,27.3249,47.88127,51.2947,59.54492,60.69062,0,1,0,0
"Missouri",1934,0,3784000,63.69401,19.83212,63.18045,47.88127,60.69062,51.16915,1,0,1,1
"Missouri",1938,0,3781000,60.75805,21.54169,59.54492,63.18045,51.16915,49.89296,1,1,1,1
"Missouri",1944,1,3560000,52.26923,-.1155466,51.16915,60.69062,47.09305,53.58826,1,1,0,1
"Missouri",1946,1,3746000,51.37088,-5.616799,49.89296,51.16915,53.58826,53.98654,0,1,1,1
"Missouri",1950,0,3955000,58.10837,7.235911,47.09305,49.89296,53.98654,56.41005,0,0,1,1
"Missouri",1952,0,3972000,58.10837,8.048442,53.58826,47.09305,56.41005,66.45055,1,0,0,1
"Missouri",1958,0,4186000,50.1087,32.90111,56.41005,53.98654,54.56527,66.55286,1,1,1,0
"Missouri",1962,0,4357000,50.25803,9.130552,66.45055,56.41005,66.55286,51.01974,1,1,1,1
"Missouri",1964,0,4442000,50.25803,33.10571,54.56527,66.45055,51.01974,51.04953,1,1,0,1
"Missouri",1968,1,4568000,64.04959,2.039492,66.55286,54.56527,51.04953,60.06953,1,1,0,1
"Missouri",1970,0,4677623,43.73822,2.92294,51.01974,66.55286,60.06953,42.49611,1,1,1,0
"Missouri",1974,0,4795930,37.70567,20.79004,51.04953,51.01974,42.49611,52.00175,1,1,1,0
"Missouri",1976,1,4839029,37.70567,-14.4425,60.06953,51.04953,52.00175,49.14925,1,1,0,0
"Missouri",1980,1,4916686,51.17876,4.327986,42.49611,60.06953,49.14925,47.35742,0,1,0,1
"Missouri",1982,0,4929451,44.3807,-1.700461,52.00175,42.49611,47.35742,31.75017,1,0,1,0
